,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,RH_pred,AH_pred,Time
6056,2.0,987.0,5.612575310063474,793.5,225.0,852.0,119.0,1106.25,970.75,8.4750001430511,64.999999046326,0.7221278378115836,65.81905,0.72154874,2004-11-18 02:00:00
6057,1.3,911.5,3.538226729481069,684.5,225.0,934.0,119.0,1050.0,875.75,7.4750000238419,69.27499961853,0.7201425010994799,71.38559,0.7333518,2004-11-18 03:00:00
6058,1.2,893.0,3.817080483026031,700.5,185.0,934.75,84.0,1044.5,843.75,6.3500000238419,74.0,0.7134449795491672,75.05668,0.6955513,2004-11-18 04:00:00
6059,1.1,877.5,3.5725896205436136,686.5,212.0,963.5,89.0,1034.5,812.75,5.9250000715256,76.625,0.7179137656820522,75.71198,0.6888656,2004-11-18 05:00:00
6060,1.4,996.25,6.635470454500727,840.75,358.0,796.5,122.0,1127.0,1005.25,6.0999999046326,76.700000762939,0.7271411616799274,76.046585,0.6950137,2004-11-18 06:00:00
6061,2.1,1119.25,9.890092509311117,973.5,531.0,710.0,162.0,1223.75,1170.0,6.8250000476837,74.5,0.7415310493011932,67.48885,0.6888382,2004-11-18 07:00:00
6062,4.5,1407.25,21.543635720255526,1338.75,992.0,531.0,225.0,1584.0,1533.25,7.7250001430511,72.525001525879,0.7665908683484995,71.56523,0.7756592,2004-11-18 08:00:00
6063,5.6,1503.25,27.79184940008089,1498.25,1132.0,468.5,249.0,1748.5,1783.25,8.9250001907349,67.399998664856,0.7714011898203526,68.80225,0.77892315,2004-11-18 09:00:00
6064,5.6,1445.75,22.865995939119948,1374.0,1195.0,498.5,282.0,1560.25,1818.25,11.449999809265,58.27499961853,0.7867526933475657,47.477856,0.75344723,2004-11-18 10:00:00
6065,4.7,1416.25,20.18290975446118,1301.5,1120.0,526.0,278.0,1470.75,1826.25,13.400000095367,52.824998855591,0.8085922542158255,40.402107,0.70052725,2004-11-18 11:00:00
6066,4.2,1447.5,19.681308582644654,1287.5,870.0,518.0,251.0,1505.5,1838.75,15.774999856949,50.125,0.89200941960096,38.810226,0.75140864,2004-11-18 12:00:00
6067,3.6,1281.5,13.811805346219717,1110.5,570.0,585.75,208.0,1455.0,1428.25,18.324999809265,50.0,1.043141650011291,45.90344,0.9198982,2004-11-18 13:00:00
6068,3.2,1271.0,15.259858728740529,1156.75,384.0,571.5,187.0,1483.0,1352.75,18.77499961853,49.175000190735,1.0548217839059475,42.54228,0.90026355,2004-11-18 14:00:00
6069,3.1,1321.0,15.94571743631389,1178.0,381.0,551.75,182.0,1538.5,1491.25,18.39999961853,49.574999809265,1.0390796162326237,46.43178,0.9803299,2004-11-18 15:00:00
6070,3.8,1362.0,17.423403372432468,1222.5,541.0,535.0,212.0,1596.75,1516.5,18.25,50.97500038147,1.0585628789931796,48.69487,1.0029112,2004-11-18 16:00:00
6071,3.9,1315.5,17.59291469220221,1227.5,484.0,539.75,174.0,1610.0,1412.5,17.60000038147,53.124999046326,1.0596472984577123,52.474182,1.0308961,2004-11-18 17:00:00
6072,4.6,1374.25,20.372396186200138,1306.75,549.0,520.5,220.0,1708.5,1429.0,17.275000095367,53.575000762939,1.047241095761075,53.25125,1.0366925,2004-11-18 18:00:00
6073,4.9,1387.75,22.610180857690562,1367.25,596.0,499.5,214.0,1721.75,1502.75,16.800000190735,55.22500038147,1.047986200944018,49.466003,0.96671337,2004-11-18 19:00:00
6074,5.4,1421.75,25.09466298134501,1431.5,620.0,473.75,212.0,1851.75,1636.25,16.550000190735,56.47500038147,1.0550869560788732,52.84529,0.99000263,2004-11-18 20:00:00
6075,4.3,1280.75,17.212498978895304,1216.25,542.0,548.0,191.0,1604.25,1687.0,16.25,58.074999809265,1.0647811268667398,55.48256,1.0375385,2004-11-18 21:00:00
6076,3.1,1191.5,11.709830816255746,1039.5,381.0,640.25,160.0,1441.0,1405.25,15.924999952316,58.950000762939,1.0589973295822541,57.497253,1.0567466,2004-11-18 22:00:00
6077,2.5,1107.5,9.151525969960906,945.25,270.0,692.25,130.0,1354.75,1198.5,15.874999761581,59.35000038147,1.0628376063321543,59.182995,1.0652853,2004-11-18 23:00:00
6078,2.4,1070.75,7.652875824367053,884.75,284.0,740.25,133.0,1297.5,1089.75,15.675000190735,60.925000190735,1.0774015024233907,59.85783,1.0493491,2004-11-19 00:00:00
6079,1.9,999.0,5.596929682822607,792.75,204.0,816.5,110.0,1241.5,897.5,16.10000038147,59.525000572205,1.0811445306028948,61.726654,1.0612181,2004-11-19 01:00:00
6080,1.3,924.75,3.2933460288860523,670.0,93.0,939.5,65.0,1172.5,663.0,15.450000047684,63.775000572205,1.1119269768528712,63.024136,1.0570813,2004-11-19 02:00:00
6081,1.2,886.0,2.325061547147355,607.5,93.0,1012.5,65.0,1142.5,611.0,14.925000190735,65.325000762939,1.101801224000296,67.06277,1.0865945,2004-11-19 03:00:00
6082,1.1,888.0,2.083405300850765,590.25,51.0,1009.0,41.0,1151.5,625.25,14.700000047684,64.375,1.070416267884596,68.05488,1.0556049,2004-11-19 04:00:00
6083,0.9,862.75,1.3442784224941926,531.25,45.0,1097.0,36.0,1094.75,606.25,14.725000143051,59.849999427795,0.9967533085935555,63.485126,0.9924164,2004-11-19 05:00:00
6084,1.0,869.5,1.5642096054907715,550.0,68.0,1126.0,45.0,1078.25,515.25,15.425000190735,55.85000038147,0.9722195743085513,58.4258,0.9648444,2004-11-19 06:00:00
6085,1.6,1042.5,5.257451382616683,776.25,198.0,800.25,98.0,1247.5,826.25,14.474999904633,62.950000762939,1.031889380724698,68.64819,1.092126,2004-11-19 07:00:00
6086,4.8,1478.0,20.499139634782683,1310.25,633.0,491.75,194.0,1774.75,1541.75,14.724999904633,63.124999046326,1.0512957611585645,65.852715,1.0680231,2004-11-19 08:00:00
6087,5.9,1435.5,22.73319791536591,1370.5,548.0,457.5,191.0,1808.25,1626.0,15.150000095367,62.199998855591,1.0641256243326536,60.23377,0.9588791,2004-11-19 09:00:00
6088,5.6,1353.5,16.694189802468895,1200.75,588.0,529.0,193.0,1593.0,1538.25,16.075000286102,59.199999809265,1.0735555116576185,57.39709,1.0733666,2004-11-19 10:00:00
6089,3.5,1289.5,13.781177484066122,1109.5,612.0,571.0,231.0,1512.0,1440.75,17.0,55.89999961853,1.0741216502446358,55.90697,0.9727365,2004-11-19 11:00:00
6090,2.8,1203.25,11.802806788281838,1042.75,428.0,616.5,202.0,1470.0,1217.25,17.574999809265,52.200000762939,1.0395810821742635,55.283432,1.0748715,2004-11-19 12:00:00
6091,3.6,1297.75,15.219914903957573,1155.5,463.0,549.0,188.0,1581.75,1320.0,17.299999713898,55.35000038147,1.0836225384547968,56.68683,1.097213,2004-11-19 13:00:00
6092,4.8,1352.25,17.865586704833834,1235.5,479.0,522.25,184.0,1659.0,1368.0,17.849999904633,53.47500038147,1.0833082901395505,55.83181,1.1247538,2004-11-19 14:00:00
6093,5.0,1247.0,14.775598053926105,1141.5,469.0,573.75,222.0,1546.5,1199.0,18.324999809265,52.349999427795,1.0921692956240043,53.417236,1.0268886,2004-11-19 15:00:00
6094,5.6,1374.75,18.25205231527492,1246.75,583.0,530.75,221.0,1649.5,1374.75,18.324999809265,52.800000190735,1.1015575863911957,52.754166,1.096797,2004-11-19 16:00:00
6095,7.5,1553.0,24.416794540086393,1414.25,760.0,455.0,193.0,1851.25,1681.5,17.650000095367,56.625,1.1329723506072678,56.792652,1.2058636,2004-11-19 17:00:00
6096,7.2,1520.75,25.035403919411962,1430.0,691.0,448.5,187.0,1906.5,1760.5,17.349999427795,58.224999427795,1.1434610592371468,58.231,1.1770908,2004-11-19 18:00:00
6097,8.3,1622.5,29.814141140129138,1546.5,832.0,414.0,188.0,2039.5,1882.75,16.224999904633,62.574999809265,1.1454895843630422,63.144753,1.2409768,2004-11-19 19:00:00
6098,8.6,1510.25,27.915819679494387,1501.25,881.0,455.75,185.0,1901.0,1855.0,15.150000095367,57.450000762939,0.9828620426779751,59.73292,1.0184866,2004-11-19 20:00:00
6099,4.3,836.5,6.507103808553313,835.0,390.0,896.25,146.0,959.75,1078.0,14.174999952316,27.675000190735,0.445087974725947,27.658813,0.45923328,2004-11-19 21:00:00
6100,2.6,666.75,3.6200695828222633,689.25,207.0,1210.0,120.0,709.25,619.75,13.400000095367,14.274999856949,0.21850742192755018,11.983567,0.1927559,2004-11-19 22:00:00
6101,2.6,694.75,4.00495801135597,711.0,204.0,1193.0,110.0,738.5,644.75,12.849999904633,14.750000238419,0.21795960843387802,13.37293,0.19833732,2004-11-19 23:00:00
6102,2.7,683.25,3.5682865172598426,686.25,243.0,1239.75,121.0,701.5,626.5,12.200000047684,14.025000095367,0.19875668744393402,11.598638,0.19110185,2004-11-20 00:00:00
6103,2.7,695.0,3.968875339934366,709.0,264.0,1236.0,126.0,717.0,645.0,12.0,14.5,0.2028527693331785,11.320036,0.19144136,2004-11-20 01:00:00
6104,2.6,703.0,3.5468041764791476,685.0,215.0,1218.0,117.0,734.0,641.0,10.75,17.0,0.21930357415325616,16.96191,0.21388778,2004-11-20 02:00:00
6105,2.4,697.5,2.411753501464891,613.5,215.0,1286.25,117.0,718.25,590.75,10.375,19.224999904633,0.2420124487408323,19.671515,0.24460843,2004-11-20 03:00:00
6106,2.4,714.25,2.2929014229629385,605.25,146.0,1277.75,94.0,738.25,594.25,9.6500000953674,22.474999427795,0.2698041404880375,25.363056,0.26887104,2004-11-20 04:00:00
6107,0.6,692.25,1.513116506644446,545.75,92.0,1346.5,70.0,697.0,500.25,8.9500000476837,23.099999904633,0.2648188779764623,24.303574,0.25328672,2004-11-20 05:00:00
6108,0.7,729.33333333333,2.800334000224899,639.33333333333,174.0,1234.0,96.0,773.33333333333,627.66666666667,8.6999998092651,24.700000127157,0.2785240371491699,26.646652,0.28628105,2004-11-20 06:00:00
6109,1.2,880.25,5.99363775677734,811.5,294.0,928.25,136.0,954.25,1040.25,6.9249999523163,39.400000572205,0.39480068339092755,43.640865,0.41830382,2004-11-20 07:00:00
6110,2.0,974.25,11.130611270278596,1019.0,412.0,769.25,177.0,1122.25,1159.0,6.3000000715256,44.849999427795,0.43095425757288175,42.28026,0.39466795,2004-11-20 08:00:00
6111,2.8,1085.5,15.259858728740529,1156.75,573.0,674.25,214.0,1237.0,1329.5,7.2249999046326,43.199999809265,0.4416505378966233,39.030033,0.4020754,2004-11-20 09:00:00
6112,2.9,1086.5,17.111654050501958,1213.25,661.0,667.75,243.0,1215.5,1401.5,11.900000095367,27.924999713898,0.38815054366617735,26.342083,0.3266996,2004-11-20 10:00:00
6113,2.2,932.75,10.332725294089727,990.0,555.0,849.0,192.0,955.75,1103.5,14.75,17.850000143051,0.29774858740644866,14.39233,0.2644457,2004-11-20 11:00:00
6114,1.6,852.0,8.487270269306281,919.0,363.0,967.0,149.0,830.75,855.25,14.775000095367,14.349999904633,0.23974591805018236,10.978212,0.2087606,2004-11-20 12:00:00
6115,1.5,882.25,10.414090310619091,993.0,302.0,902.0,141.0,940.75,861.75,14.724999904633,15.525000095367,0.2585563095259258,16.798334,0.24808654,2004-11-20 13:00:00
6116,1.9,888.25,10.859535166937011,1009.25,340.0,866.25,137.0,937.25,973.0,14.674999952316,16.60000038147,0.2755848636596288,15.266518,0.24700844,2004-11-20 14:00:00
6117,1.5,878.25,10.591313617363797,999.5,306.0,880.0,138.0,942.0,935.5,14.825000047684,15.599999904633,0.261456371114816,16.269896,0.25350535,2004-11-20 15:00:00
6118,1.8,891.5,11.088721871777622,1017.5,377.0,879.0,149.0,931.25,1008.5,15.25,14.299999713898,0.2461963122561887,13.517848,0.23846097,2004-11-20 16:00:00
6119,3.4,1117.25,21.11032972732463,1327.0,625.0,692.25,196.0,1302.0,1475.25,13.474999904633,19.525000095367,0.3003058271863736,28.278654,0.3304066,2004-11-20 17:00:00
6120,4.6,1251.5,22.289790459997715,1358.75,870.0,604.0,239.0,1380.0,1764.5,11.075000047684,31.775000095367,0.4186666463612383,28.156599,0.3750786,2004-11-20 18:00:00
6121,1.6,1011.5,10.563965532233679,998.5,421.0,785.25,164.0,1057.0,1329.0,10.150000095367,33.39999961853,0.41431347435719235,31.928434,0.38013625,2004-11-20 19:00:00
6122,1.2,1024.75,8.406516914528089,915.75,294.0,831.75,149.0,1018.25,1261.75,9.5,35.949999809265,0.42733442805151384,36.036057,0.40858558,2004-11-20 20:00:00
6123,1.2,1032.75,7.563761174473438,881.0,339.0,854.5,159.0,999.25,1230.0,8.0249998569489,39.75,0.42862431840463316,39.08228,0.42238033,2004-11-20 21:00:00
6124,0.9,1007.5,7.090258051836377,860.75,260.0,858.0,149.0,990.75,1228.75,6.6250001192093,44.125,0.4333455506110925,43.624092,0.4127788,2004-11-20 22:00:00
6125,0.7,991.5,7.229194013399055,866.75,256.0,875.5,133.0,996.5,1196.0,6.125,45.22500038147,0.42947023755293956,46.70359,0.4394031,2004-11-20 23:00:00
6126,2.5,1187.25,13.91923104013137,1114.0,572.0,699.5,216.0,1192.5,1433.25,5.1749999523163,50.75,0.4519758706040188,44.399273,0.4143163,2004-11-21 00:00:00
6127,1.5,1064.75,9.731187323395478,967.5,428.0,808.25,196.0,1058.5,1248.75,4.8749998807907,53.049999237061,0.46293739363770914,44.24758,0.3839176,2004-11-21 01:00:00
6128,0.5,888.75,4.93200817992722,760.0,195.0,967.75,120.0,918.75,983.25,5.2749999761581,48.674999237061,0.43644383286275595,48.05136,0.40748444,2004-11-21 02:00:00
6129,0.3,900.5,5.076110451362033,767.25,195.0,960.75,120.0,943.75,964.75,4.1500000357628,53.624999046326,0.4454061503994157,53.900482,0.43169266,2004-11-21 03:00:00
6130,0.5,875.0,5.633465103186379,794.5,160.0,928.25,101.0,965.0,931.5,3.1499999761581,56.324999809265,0.436839501730276,56.88212,0.4404076,2004-11-21 04:00:00
6131,0.1,808.25,2.7526586895578395,636.25,101.0,1120.25,75.0,862.0,769.75,4.1499999761581,52.224999427795,0.43377783251722957,51.920242,0.40084425,2004-11-21 05:00:00
6132,0.2,857.75,2.6951462531387347,632.5,97.0,1135.5,73.0,878.0,788.25,3.4749999642372,55.875,0.44313548371310735,54.676804,0.41412884,2004-11-21 06:00:00
6133,0.2,818.5,3.6374012458141878,690.25,127.0,1051.25,84.0,906.5,818.5,1.8499999940395,61.72500038147,0.43758184946166767,60.43453,0.4336721,2004-11-21 07:00:00
6134,0.2,862.25,4.872897842883733,757.0,227.0,983.25,116.0,938.25,879.25,1.2999999821186,65.324998855591,0.4457144757960207,60.12267,0.42711464,2004-11-21 08:00:00
6135,0.5,877.0,5.602142822993097,793.0,253.0,944.0,132.0,950.75,924.25,3.1999999284744,56.97500038147,0.4434029408586761,53.6747,0.42626175,2004-11-21 09:00:00
6136,0.4,941.25,6.429491570907796,831.5,234.0,914.25,125.0,970.0,964.0,7.1750001907349,42.75,0.43559232254510083,41.3752,0.43520197,2004-11-21 10:00:00
6137,0.8,982.5,6.753607196696738,846.0,291.0,871.25,148.0,995.5,1055.25,10.325000047684,34.199999809265,0.42911986117613954,35.610935,0.44376776,2004-11-21 11:00:00
6138,1.5,1066.75,10.076866943416698,980.5,402.0,755.25,186.0,1104.25,1383.0,10.875000238419,33.775000572205,0.4392661436695054,35.4571,0.4439311,2004-11-21 12:00:00
6139,1.9,1099.5,11.20057651167028,1021.5,492.0,751.75,193.0,1101.0,1367.25,12.150000095367,30.049999713898,0.4244852496766026,28.136053,0.39484096,2004-11-21 13:00:00
6140,1.1,958.0,8.712610043859888,928.0,351.0,841.0,174.0,986.0,1119.75,13.275000095367,24.275000095367,0.36861739848834957,22.524395,0.33322302,2004-11-21 14:00:00
6141,0.3,865.75,4.986459357589333,762.75,160.0,1017.5,106.0,858.5,775.0,15.200000047684,18.724999904633,0.3213631544169744,19.928278,0.3109982,2004-11-21 15:00:00
6142,0.9,1018.25,8.178484755708308,906.5,292.0,889.0,127.0,980.5,1149.5,14.900000095367,21.650000095367,0.3645814842219275,23.83141,0.4183733,2004-11-21 16:00:00
6143,2.1,1175.0,12.720138818767603,1074.25,537.0,748.25,172.0,1133.5,1528.25,13.100000143051,25.400000095367,0.3814014348630734,28.097792,0.45455134,2004-11-21 17:00:00
6144,2.4,1196.75,10.928770146232752,1011.75,607.0,717.0,179.0,1103.25,1655.0,11.650000095367,32.700000286102,0.44723043710246535,35.464455,0.4791632,2004-11-21 18:00:00
6145,1.6,1110.25,7.3575603748787675,872.25,308.0,821.75,150.0,970.5,1393.0,10.075000047684,34.425000190735,0.42493714928950976,33.697983,0.41144496,2004-11-21 19:00:00
6146,1.1,1059.5,6.280933632518836,824.75,277.0,853.5,147.0,967.25,1337.5,9.7999999523163,36.0,0.4364422688756284,36.43828,0.4409909,2004-11-21 20:00:00
6147,1.3,1135.5,7.658832618007967,885.0,348.0,806.0,163.0,1006.25,1403.0,7.0500000715256,43.150000572205,0.4360088546215838,42.68929,0.44925317,2004-11-21 21:00:00
6148,0.8,1048.75,7.159582352292757,863.75,267.0,818.0,145.0,1009.5,1326.5,5.8750001192093,47.75,0.4458724960480094,48.64288,0.45241556,2004-11-21 22:00:00
6149,1.0,1053.0,7.044201699807389,858.75,399.0,809.5,186.0,1007.75,1345.75,5.2750000953674,50.52499961853,0.453031844121625,48.012062,0.42662048,2004-11-21 23:00:00
6150,0.3,969.75,4.996386946200936,763.25,163.0,916.75,116.0,930.25,1132.0,5.6499998569489,47.97500038147,0.4412204065483297,46.646683,0.42584214,2004-11-22 00:00:00
6151,1.0,1048.5,8.184612613324596,906.75,297.0,794.5,145.0,1038.25,1208.5,3.9000000953674,55.949999809265,0.456843141217516,54.412163,0.44272766,2004-11-22 01:00:00
6152,0.4,919.25,4.951779114948694,761.0,212.0,910.75,122.0,941.75,1044.25,3.3250000476837,57.97500038147,0.455078644599544,56.012505,0.42784193,2004-11-22 02:00:00
6153,0.1,870.0,3.5296581382548093,684.0,212.0,997.25,122.0,895.25,936.25,3.7249999642372,56.325000762939,0.45442782623267497,54.649944,0.4224259,2004-11-22 03:00:00
6154,0.1,813.5,2.0425361955350976,587.25,81.0,1145.75,68.0,875.5,840.0,4.2250000238419,54.75,0.45708502524280065,56.495956,0.4309211,2004-11-22 04:00:00
6155,0.1,819.5,2.2751172648303335,604.0,116.0,1126.75,80.0,873.75,847.25,2.625,60.75,0.4544145296566251,59.19838,0.42141113,2004-11-22 05:00:00
6156,0.1,896.75,4.205894718223859,722.0,201.0,987.0,108.0,953.25,958.75,3.6500000357628,57.949999809265,0.4651415637111092,59.818867,0.48237416,2004-11-22 06:00:00
6157,0.4,987.75,6.849891943840394,850.25,333.0,860.75,149.0,1029.5,1133.0,4.5,54.775000572205,0.46595018419349515,55.65824,0.5116086,2004-11-22 07:00:00
6158,2.4,1242.0,16.158072457294086,1184.5,733.0,624.75,232.0,1296.75,1510.75,4.9249999523163,55.750000953674,0.48815394939205753,48.67186,0.48660988,2004-11-22 08:00:00
6159,3.1,1492.5,50.672818952172356,1981.0,846.0,448.25,215.0,1566.75,2346.0,5.375,55.050000190735,0.49695929997873695,55.715397,0.4848895,2004-11-22 09:00:00
6160,3.1,1393.75,63.74147644829163,2214.0,801.0,411.0,218.0,1628.5,2310.75,6.2250000238419,51.800000190735,0.4952305892779206,55.04864,0.49466372,2004-11-22 10:00:00
6161,2.7,1252.0,25.37199454876576,1438.5,884.0,558.75,239.0,1383.25,1797.75,6.8249999284744,49.824999809265,0.4959299878512012,47.242752,0.42838165,2004-11-22 11:00:00
6162,2.3,1255.0,20.146902716701224,1300.5,784.0,571.25,224.0,1354.75,1749.5,7.25,50.625,0.5184242743598244,49.185963,0.4801078,2004-11-22 12:00:00
6163,3.0,1359.5,23.53492475843005,1391.5,896.0,489.5,235.0,1458.0,1863.0,7.7500001192093,49.025000572205,0.519058361216267,50.50402,0.51590896,2004-11-22 13:00:00
6164,3.6,1368.75,25.203459682592158,1434.25,953.0,488.75,237.0,1538.5,1883.25,7.950000166893,49.224999427795,0.5281547510770448,50.460247,0.5722182,2004-11-22 14:00:00
6165,3.1,1360.75,21.84079771213806,1346.75,980.0,517.5,239.0,1455.5,1851.0,8.2999999523163,49.300001144409,0.5413924292833421,50.240158,0.5766997,2004-11-22 15:00:00
6166,3.5,1410.5,22.75214887000752,1371.0,1058.0,499.5,235.0,1484.0,1919.25,8.5,49.574999809265,0.5516737220090326,49.28396,0.6081966,2004-11-22 16:00:00
6167,4.0,1509.25,25.401785694162687,1439.25,1080.0,459.0,199.0,1577.0,2077.5,8.5,52.625,0.5856143163373169,53.12183,0.63305926,2004-11-22 17:00:00
6168,6.3,1738.25,38.274868892289355,1734.75,1301.0,365.25,240.0,1917.25,2433.5,8.9250001907349,53.449999809265,0.611741754681424,60.931053,0.66540116,2004-11-22 18:00:00
6169,6.9,1765.75,37.591357258604525,1720.25,1345.0,361.25,245.0,1880.75,2515.25,9.0750000476837,53.77499961853,0.6215817105231563,53.41777,0.6360227,2004-11-22 19:00:00
6170,6.5,1706.25,33.937647744899,1640.75,1218.0,381.0,239.0,1777.5,2522.25,8.8749997615814,54.200000762939,0.6182814462268896,49.71087,0.6019915,2004-11-22 20:00:00
6171,3.3,1472.25,22.35559380069607,1360.5,884.0,461.5,191.0,1454.75,2333.5,8.5499999523163,54.224999427795,0.6054195420857652,53.32346,0.595223,2004-11-22 21:00:00
6172,2.4,1392.0,16.85786787177489,1205.6666666667,650.0,521.33333333333,164.0,1346.6666666667,2198.6666666667,8.5,57.800000508626,0.6432020481169707,55.51992,0.6771793,2004-11-22 22:00:00
6173,1.7,1335.0,13.86547383882303,1112.25,444.0,569.5,130.0,1331.25,1861.0,7.7000000476837,71.10000038147,0.7502788033597472,64.29073,0.7288549,2004-11-22 23:00:00
6174,1.3,1284.5,11.645646559704057,1037.25,370.0,609.75,121.0,1276.5,1750.75,7.9250000715256,72.499998092651,0.7765900155457153,67.19149,0.73457336,2004-11-23 00:00:00
6175,1.1,1266.5,10.818084252161581,1007.75,349.0,627.75,118.0,1263.75,1652.25,7.9500000476837,75.299999237061,0.8079238699920416,70.22567,0.75462306,2004-11-23 01:00:00
6176,0.8,1176.0,8.750411205541294,929.5,287.0,678.75,113.0,1215.5,1454.75,8.0250002145767,76.199998855591,0.8216647383095321,71.216896,0.7514849,2004-11-23 02:00:00
6177,0.3,1079.25,5.99363775677734,811.5,287.0,781.5,113.0,1158.25,1157.75,7.8000001907349,81.25,0.8631115901761699,74.71944,0.8063105,2004-11-23 03:00:00
6178,0.3,1083.5,6.095971023550958,816.25,226.0,775.75,94.0,1164.75,1126.25,7.9250000715256,81.77499961853,0.8759399985617705,76.92853,0.8206824,2004-11-23 04:00:00
6179,1.3,1090.75,6.368789264357057,828.75,238.0,754.75,92.0,1177.25,1126.0,8.2000002861023,81.400001525879,0.8879927891817507,77.49677,0.82957584,2004-11-23 05:00:00
6180,1.4,1126.25,7.67671485304409,885.75,316.0,712.5,98.0,1225.25,1158.0,8.4500000476837,81.050001144409,0.8989484507552328,77.883415,0.86092186,2004-11-23 06:00:00
6181,2.1,1209.5,10.00999079628528,978.0,508.0,666.25,111.0,1331.75,1236.75,8.9499998092651,79.275001525879,0.9088102472742603,80.695496,0.9398259,2004-11-23 07:00:00
6182,4.5,1565.25,24.04685972458585,1404.75,920.0,487.5,139.0,1829.75,1695.5,9.5250000953674,77.924999237061,0.9278108284979163,77.601776,0.96455544,2004-11-23 08:00:00
6183,5.7,1578.25,27.616627676792813,1494.0,980.0,447.75,160.0,1854.25,1799.75,9.9250001907349,77.625,0.9488231748888589,75.6055,0.92624074,2004-11-23 09:00:00
6184,6.6,1701.75,31.471025937017835,1585.0,1188.0,421.5,183.0,1959.5,1967.0,10.700000047684,76.200000762939,0.979798261541378,76.15013,0.96672094,2004-11-23 10:00:00
6185,5.0,1552.25,24.095397757186053,1406.0,1045.0,477.75,185.0,1749.0,1862.0,11.774999856949,72.150001525879,0.9947940709137365,70.81351,0.95212144,2004-11-23 11:00:00
6186,5.3,1590.25,26.474062091908092,1466.0,999.0,448.25,198.0,1831.0,2003.25,13.275000095367,66.924999237061,1.0162603096058704,66.72178,0.9572283,2004-11-23 12:00:00
6187,5.4,1640.0,27.05297463667039,1480.25,955.0,432.0,201.0,1864.75,2040.5,13.799999952316,66.950000762939,1.0513213572462399,64.70583,0.9479429,2004-11-23 13:00:00
6188,7.3,1768.5,33.1993563577267,1624.25,1189.0,395.5,233.0,2040.75,2201.75,13.875,67.60000038147,1.0666168385359922,68.198166,1.0107232,2004-11-23 14:00:00
6189,5.1,1581.0,25.4912485376683,1441.5,933.0,435.25,202.0,1838.5,1966.0,14.150000095367,66.824998855591,1.073016696870637,65.427734,0.9811906,2004-11-23 15:00:00
6190,5.3,1658.25,27.134652461566187,1482.25,898.0,418.5,186.0,1893.25,2029.75,14.150000095367,67.75,1.0878695466958974,64.16941,0.98200995,2004-11-23 16:00:00
6191,7.3,1820.75,35.412051637349954,1673.25,1201.0,371.25,215.0,2119.25,2200.5,13.625,70.950000762939,1.1017603304580563,71.22867,1.0350032,2004-11-23 17:00:00
6192,10.2,1982.25,49.49209268910527,1958.75,1369.0,322.0,227.0,2535.5,2385.5,13.150000095367,72.60000038147,1.0936457934026163,73.66036,1.0842208,2004-11-23 18:00:00
6193,11.9,2007.75,50.632826017011354,1980.25,1389.0,324.5,220.0,2562.0,2341.5,12.424999952316,74.699998855591,1.0740803170704272,75.00626,1.084125,2004-11-23 19:00:00
6194,11.5,1917.75,49.43930519584574,1957.75,1358.0,334.5,190.0,2476.5,2236.75,11.5,76.22500038147,1.032431029328667,77.01071,1.0544873,2004-11-23 20:00:00
6195,8.3,1692.75,31.678089767584794,1589.75,1189.0,411.5,178.0,1949.25,2024.75,10.400000095367,79.25,0.999263145049216,77.05409,0.91143477,2004-11-23 21:00:00
6196,4.7,1495.25,21.77564525483307,1345.0,866.0,467.25,147.0,1649.0,1852.75,10.025000095367,82.5,1.0150392602511245,71.89147,0.9016349,2004-11-23 22:00:00
6197,4.0,1448.75,19.80620417878807,1291.0,718.0,481.5,138.0,1580.25,1817.25,10.025000095367,82.599998474121,1.0162695920959488,70.97589,0.8917187,2004-11-23 23:00:00
6198,3.9,1439.0,18.615930068623193,1257.25,715.0,494.25,135.0,1570.5,1703.75,10.050000190735,83.549999237061,1.0296422068871904,72.484344,0.9312365,2004-11-24 00:00:00
6199,2.8,1270.0,13.438614018916121,1098.25,558.0,571.5,123.0,1419.75,1463.25,9.9500000476837,83.599998474121,1.0235320128088976,74.88394,0.9145147,2004-11-24 01:00:00
6200,2.3,1163.0,10.070170786659784,980.25,467.0,653.75,106.0,1327.25,1298.75,10.400000095367,80.824998855591,1.019122303533592,75.508224,0.9623792,2004-11-24 02:00:00
6201,1.8,1129.5,8.39412254342013,915.25,467.0,696.75,106.0,1281.0,1204.75,10.599999904633,80.25,1.0251679663515614,77.09016,0.9620567,2004-11-24 03:00:00
6202,1.4,1023.25,5.35425120194834,781.0,295.0,808.75,81.0,1195.0,1019.0,10.625,78.774997711182,1.0079674317921747,78.005615,1.0161359,2004-11-24 04:00:00
6203,1.0,931.25,3.4359890246922533,678.5,151.0,946.5,66.0,1138.0,866.5,10.450000286102,77.775001525879,0.9838722940985475,75.82216,0.9910416,2004-11-24 05:00:00
6204,1.0,953.25,4.104902187828876,716.5,188.0,907.0,64.0,1151.5,910.5,9.75,79.175001144409,0.9567264012501734,78.66694,0.9890261,2004-11-24 06:00:00
6205,1.8,1108.25,8.69373563216166,927.25,380.0,717.5,86.0,1314.75,1105.5,9.4750001430511,80.325002670288,0.9532481699148945,82.17333,1.0403007,2004-11-24 07:00:00
